"rgn_id","fao_id","rgn_typ","rgn_key","rgn_nam","rgn_iso2","eez_cnt","eezs","artisanal_fishing_combo","demersal_destructive_fishing_combo","demersal_nondest_high_bycatch_combo","demersal_nondest_low_bycatch_combo","inorganic_combo","night_lights_combo","ocean_acidification_combo","oil_rigs_combo","pelagic_high_bycatch_combo","pelagic_low_bycatch_combo","plumes_fert_combo","plumes_pest_combo","population_combo","sst_combo","uv_combo","global_cumul_impact_2013_all_layers_except_shipping_oceanpollution_invasives_slr"
260,18,"fao","XARC","Arctic Sea","",1,"NA (1018|)",0,4.90099904127361e-05,3.32612180754849e-09,0,0,0,0.708477357401289,0,0,0,0,0,0,0.0172907752854151,0.0148963741747132,0.740713519937751
261,21,"fao","XANW","Atlantic, Northwest","",1,"NA (1021|)",0,0.0165701558069222,0.00399164695866102,0.00245303108081369,0,0,1.13777721467085,0,0,0.00125657434544323,0,0,0,1.34655423364537,0.818420591459952,3.32702345004348
262,27,"fao","XANE","Atlantic, Northeast","",1,"NA (1027|)",0,0.0170558576484721,0.00105031971622475,0.00269525039699933,0,0,1.12585717769488,0,0,0.000705073566814065,0,0,0,1.81061691859049,0.729977351051681,3.68795795214297
263,31,"fao","XAWC","Atlantic, Western-Central","",1,"NA (1031|)",0,0.00337038091624114,0.00264495753487935,0.00916402823605684,0,0,1.25100546238901,0,0.00481207759268217,0.00543827369321286,0,0,0,1.79345647832876,0.743118716533021,3.81301037464404
264,34,"fao","XAEC","Atlantic, Eastern Central","",1,"NA (1034|)",0,0.00116144121070359,0.00100224358451767,0.0178423941575776,0,0,1.16804151062315,0,0.00417330684763633,0.0243006907777681,0,0,0,1.90481310209062,0.741682388021828,3.86301707917173
266,41,"fao","XASW","Atlantic, Southwest","",1,"NA (1041|)",0,0.00992501564830417,0.00356567556397053,0.00289731088509642,0,0,1.09230435916,0,0.00485230240475575,0.00314913085086036,0,0,0,1.62778112399154,0.794640201568175,3.53911512295295
267,47,"fao","XASE","Atlantic, Southeast","",1,"NA (1047|)",0,0.000166590619739365,0.000182069766387168,0.00300624051405054,0,0,1.03002913483365,0,3.32907112578254e-06,0.00203596106878229,0,0,0,1.30197143689463,0.788908435193301,3.1263031943981
268,48,"fao","XAAN","Atlantic, Antarctic","",1,"NA (1048|)",0,0.00110878180862645,5.09100486803131e-06,0.00488005576641502,0,0,0.735859519961711,0,0,9.67585174485168e-05,0,0,0,0.785240922958101,0.720223380105144,2.24741450903428
269,51,"fao","XIWE","Indian Ocean, Western","",1,"NA (1051|)",0,0.00952374892388021,0.00823768481383882,0.0170964083743046,0,0,1.14601139662071,0,0.00219365295287512,0.0238382208853195,0,0,0,1.59610062558218,0.743298794254359,3.54630053648921
270,57,"fao","XIEA","Indian Ocean, Eastern","",1,"NA (1057|)",0,0.00361702824279282,0.0131852974416082,0.0129045716009549,0,0,1.0428260860766,0,0.00586902519332132,0.0150674997385413,0,0,0,1.29138091514979,0.78658585426889,3.17143628199785
271,58,"fao","XIAN","Indian Ocean, Antarctic And Southern","",1,"NA (1058|)",0,0.00071295450674276,2.47937536603196e-05,2.46039566215983e-06,0,0,0.720703758747499,0,1.94181994939144e-05,1.35368512372055e-05,0,0,0,0.9034917613028,0.799140000902924,2.42410868144873
272,61,"fao","XPNW","Pacific, Northwest","",1,"NA (1061|)",0,0.0126473291419989,0.0616636487144354,0.060252202188966,0,0,1.09013538362758,0,8.8701251563449e-05,0.0164845379005419,0,0,0,1.71445547884511,0.776938484515772,3.73266576886386
273,67,"fao","XPNE","Pacific, Northeast","",1,"NA (1067|)",0,0.00182650920585579,0.00224480351354899,0.00321279212294455,0,0,0.928965202624771,0,0,0.00259729878982974,0,0,0,1.1095364636341,0.835943786950629,2.88432684546926
274,71,"fao","XPWC","Pacific, Western Central","",1,"NA (1071|)",0,0.019614674820796,0.0998009318235889,0.146101139873817,0,0,1.14829219190916,0,0.0001783634822392,0.198400617502121,0,0,0,1.5964742161624,0.693580785947921,3.90244292454767
275,77,"fao","XPEC","Pacific, Eastern Central","",1,"NA (1077|)",0,0.00120467787001518,0.00562570555036837,0.00870437501587573,0,0,1.08274331895558,0,0.00546268219348977,0.0119231644936483,0,0,0,0.72492873141305,0.732071880375843,2.57266453460893
276,81,"fao","XPSW","Pacific, Southwest","",1,"NA (1081|)",0,0.0024456618039419,0.00215487602076644,0.00110389446121161,0,0,1.01847892080714,0,9.37965324755232e-07,0.00101246840144819,0,0,0,1.52678369730671,0.814880632213739,3.36686108295665
277,87,"fao","XPSE","Pacific, Southeast","",1,"NA (1087|)",0,0.00290261069633107,0.0302190733719562,0.0372264014180622,0,0,0.961314172001134,0,0.000632660978598968,0.0121713019994916,0,0,0,1.02440056385043,0.773157023910161,2.84202380044891
278,88,"fao","XPAN ","Pacific, Antarctic","",1,"NA (1088|)",0,0.00208396547579922,0,3.8433430324342e-05,0,0,0.703459573632857,0,0,0.00288757445006005,0,0,0,0.707654596032783,0.75020790786471,2.16633205558116
